CELL_LINE_NAME,DRUG_NAME,LN_IC50
NCIH1975,GSK-LSD1,2.902533
DKMG,Mitoxantrone,1.302589
COLO680N,Leflunomide,5.916794
HPAC,PCI-34051,5.752305000000001
SUIT2,Serdemetan,4.216039
A549,Selumetinib,1.395677
OVISE,AZD8186,2.879756
IALM,Erlotinib,5.198611
SKMEL3,Dabrafenib,0.7233970000000001
NCIH1355,PD173074,6.684182000000001
TE8,Gemcitabine,-0.606137
639V,Oxaliplatin,2.1764099999999997
CAOV3,Docetaxel,-6.389464
HCC1806,Navitoclax,1.802932
SKMEL3,WIKI4,5.479123
NCIH2347,SN-38,5.218375
BICR31,Bicalutamide,4.0494900000000005
KP2,Palbociclib,5.368702
KU1919,Gallibiscoquinazole,2.8766540000000003
LOXIMVI,Linsitinib,4.08159
COLO680N,Vorinostat,3.166137
KYSE510,Sabutoclax,-1.4179950000000001
NCIH322,WEHI-539,5.001648
MCF7,Palbociclib,4.009637000000001
TE8,AMG-319,4.849648999999999
NCIH1975,Sinularin,3.4939910000000003
GAMG,Mitoxantrone,0.613743
LOXIMVI,5-Fluorouracil,3.323239
DU145,AZD5153,3.4287370000000004
5637,Docetaxel,-5.01764
RCC10RGB,Entospletinib,6.744328
8505C,Oxaliplatin,7.062524000000001
RCM1,GDC0810,5.85926
H4,Epirubicin,-2.790437
LOVO,LY2109761,5.58975
NCIH1437,WEHI-539,4.546139
GI1,SGC0946,0.67037
SUIT2,Entinostat,4.572305
NCIH1650,Staurosporine,-2.464632
LS1034,SB590885,4.697807
GI1,Savolitinib,1.7090020000000001
RCM1,WIKI4,3.69104
COLO829,Fludarabine,6.185304
OVISE,Remodelin,4.467534
IGROV1,Dasatinib,-3.3475629999999996
NCIH322,EPZ004777,6.452706
TE8,Ibrutinib,3.725504
SW948,Rapamycin,-1.528877
NMCG1,PFI3,8.712154
NCIH1975,Docetaxel,-5.08995
OVCAR3,Afuresertib,2.277833
IGROV1,Erlotinib,0.041382
RCM1,Vorinostat,0.875141
NCIH1793,Palbociclib,6.047136
HT29,CHIR-99021,7.322176
NCIH1975,Dinaciclib,-2.2345669999999997
TE8,SGC-CBP30,5.085772
SKNFI,Epirubicin,1.007256
NCIH1355,WIKI4,3.9694910000000005
CAOV3,MK-1775,-0.240056
8505C,AZD4547,2.73412
LNCAPCLONEFGC,Topotecan,-1.474955
SUIT2,BMS-536924,3.4895
IGROV1,Dabrafenib,3.1660049999999997
8505C,Luminespib,-2.766029
KYSE510,AMG-319,5.1212089999999995
SW48,TW 37,0.325449
CAOV3,Cediranib,2.65089
HPAC,Selumetinib,1.980374
SKMEL2,Dactinomycin,-4.283943
SW948,Temozolomide,6.497637999999999
NCIH1793,SGC-CBP30,4.587567
NCIH226,AZD7762,2.4861720000000003
8505C,Cyclophosphamide,5.083658
SKMEL3,GSK2606414,5.066967
NCIH1975,Sorafenib,3.054471
BXPC3,Oxaliplatin,6.085162
NCIH1975,GW441756,2.011172
DKMG,Fulvestrant,5.390464
CAOV3,Vorinostat,2.505548
LOXIMVI,Sinularin,2.769136
MESSA,SB216763,5.134314
HT29,Bleomycin,4.204903
HCC1143,RO-3306,3.8515989999999998
GAMG,Uprosertib,2.741703
SKMEL2,Trametinib,-3.6129339999999996
KU1919,GDC0810,4.179367
DU145,YK-4-279,3.4971360000000002
A549,Entospletinib,2.072844
NCIN87,VE821,5.065988
HCC1143,AZD8186,2.0878970000000003
SUIT2,Taselisib,5.335965
NCIH322,AZD5991,6.209307
NMCG1,AZD5582,8.280673
MESSA,A-366,4.781555
SW48,NVP-ADW742,0.6030439999999999
IGROV1,JQ1,1.7012060000000002
BXPC3,Olaparib,4.814604
LOXIMVI,Wee1 Inhibitor,1.681239
DU145,GDC0810,5.707473
SNB75,Buparlisib,1.9667290000000002
MESSA,Ibrutinib,4.64383
RCM1,RVX-208,5.432097
NCIH322,Lapatinib,1.15447
SW948,PFI-1,5.935233
NCIH226,GSK591,6.698797
GI1,5-Fluorouracil,5.996842
OVCAR3,N-acetyl cysteine,10.425179
NCIH226,AZD3759,6.036149
5637,Cyclophosphamide,5.260269
LOXIMVI,IWP-2,2.480131
COLO680N,Bortezomib,-1.0272370000000002
BICR31,JQ1,-0.628397
COLO680N,WEHI-539,5.833723
IALM,Ipatasertib,5.664301999999999
GAMG,Bosutinib,3.2263040000000003
SKMEL2,Tamoxifen,4.824589
HT29,AZD3759,3.4234699999999996
DKMG,5-azacytidine,5.73451
IALM,AGI-5198,5.409898
CAL29,Gemcitabine,-3.890203
NCIH1793,Dacarbazine,7.6269350000000005
SUIT2,GSK343,3.6493860000000002
SKNSH,Gefitinib,3.7171980000000002
A549,Talazoparib,2.705581
SKNSH,Ribociclib,2.344864
8505C,Dactolisib,0.617406
LOVO,Afuresertib,0.9596899999999999
A549,Bleomycin,0.9970030000000001
LOVO,UMI-77,5.846318
MCF7,Talazoparib,4.348844000000001
A549,VE821,3.4289169999999998
SUIT2,XAV939,4.987191
HCC1806,N-acetyl cysteine,8.801047
BXPC3,NVP-ADW742,3.6593089999999995
GAMG,Serdemetan,3.6739059999999997
COLO829,Mirin,6.304864
IGROV1,Staurosporine,-3.53301
SW48,Cyclophosphamide,5.722632
NCIH226,PFI-1,4.653233
LOVO,Gefitinib,1.615268
SKMEL2,SCH772984,0.538241
CORL23,Luminespib,-2.279873
HCC827,Axitinib,4.678995
786O,Docetaxel,-5.109453
GI1,Dinaciclib,-2.985529
NMCG1,Wee1 Inhibitor,5.5297730000000005
NCIH226,Sinularin,6.098014
DKMG,BMS-536924,2.773177
5637,PFI3,5.598129
NCIH1437,CHIR-99021,4.773231
OVCAR3,Gefitinib,2.886755
SUIT2,5-Fluorouracil,4.857583999999999
NCIH1793,glutathione,10.76217
SW948,Ulixertinib,2.222588
HCC827,Oxaliplatin,6.990506
MCF7,WIKI4,3.195934
MCF7,Entospletinib,5.691212
SUIT2,Oxaliplatin,3.6889540000000003
RCC10RGB,LMP744,0.940018
LOVO,BMS-536924,3.174322
DU145,SCH772984,5.543945
8505C,Pictilisib,3.213833
HCT116,Dacarbazine,5.754078
NMCG1,BMS-345541,6.175743
DKMG,LCL161,5.989705000000001
NCIH2347,Navitoclax,2.4505310000000002
IGROV1,AZD5153,1.324776
NCIH1793,Mitoxantrone,2.3530990000000003
HCC1143,Dinaciclib,-2.479715
8505C,Ribociclib,4.982124
HCC1806,LMP744,-0.9421959999999999
COLO829,Veliparib,7.132267999999999
A549,Dinaciclib,-3.6461349999999997
5637,Alpelisib,3.4661239999999998
OVCAR3,PRIMA-1MET,4.4206769999999995
ONS76,Romidepsin,-5.751664
ONS76,AZD5438,2.038261
SW48,Navitoclax,0.31125
NCIH2009,PD0325901,-0.38457199999999997
639V,Tamoxifen,3.1205439999999998
H4,PLX-4720,2.346473
MCF7,IWP-2,3.176524
SKNFI,PFI-1,2.748529
HCC827,OSI-027,2.338258
IGROV1,Crizotinib,3.043223
SW948,Gemcitabine,3.933382
DU145,AGI-5198,5.176774
DKMG,Cisplatin,6.228567
OVCAR3,WIKI4,2.93953
NCIN87,Entinostat,3.235898
SKMEL3,GDC0810,5.3167089999999995
8505C,AZD1208,5.904848
NCIN87,Ibrutinib,-3.4940050000000005
NCIH1650,Uprosertib,5.823207
MESSA,Vinorelbine,-2.9609259999999997
GAMG,Ipatasertib,3.5272589999999995
SKMEL2,UNC0379,4.227178
HCC827,MG-132,-1.488899
TE8,Motesanib,6.08617
HCC1143,GSK-LSD1,2.566923
A549,Dabrafenib,3.5739949999999996
786O,BMS-536924,2.483537
IALM,UNC0379,5.980924
NCIH2347,Paclitaxel,1.720811
NCIH1355,GSK2606414,4.2098889999999995
NCIH1437,VE821,3.4831199999999995
786O,BMS-754807,2.573605
8505C,Buparlisib,1.4844
MCF7,Pevonedistat,0.338266
LS1034,Cyclophosphamide,5.575207
HCC1143,Paclitaxel,-2.668377
NCIH1650,WIKI4,2.674716
5637,Dasatinib,-1.829021
LNCAPCLONEFGC,Teniposide,-0.46413999999999994
MESSA,XAV939,4.778694000000001
NCIH322,EPZ5676,5.398025
DKMG,KU-55933,6.344530000000001
LOXIMVI,Navitoclax,2.6522189999999997
786O,GDC0810,4.445387
OVCAR3,MK-1775,-0.07979800000000001
NCIH226,LMP744,5.96888
CORL23,Niraparib,5.96026
HT29,Gemcitabine,-0.602382
LOXIMVI,Cytarabine,0.182575
HCC827,Obatoclax Mesylate,0.21427100000000002
HCC1143,AZD5363,3.5285300000000004
BICR31,GSK343,1.5433709999999998
NCIH1437,Luminespib,-2.48199
COLO829,Luminespib,-0.42489
KP2,Axitinib,4.161506
LS1034,AZD2014,3.569136
IALM,Afuresertib,5.242255999999999
OVISE,Linsitinib,4.257323
IALM,CPI-637,4.656443
GAMG,Afuresertib,2.040677
NCIN87,CPI-637,3.556765
NCIH322,Pevonedistat,0.730917
SKNFI,AZD6738,1.9505310000000002
ONS76,AMG-319,5.6821589999999995
NCIH1650,AZ960,3.549114
HCC1806,Buparlisib,0.747831
BXPC3,AGI-6780,3.44058
SKNSH,Sorafenib,1.9509990000000001
LOXIMVI,MIM1,4.971601000000001
COLO829,Docetaxel,4.465997
SW948,AZD2014,2.684874
MESSA,UNC0638,4.690297
NCIN87,Taselisib,-1.341037
NCIN87,Uprosertib,1.425263
KP2,AZ6102,2.665096
HCT116,Schweinfurthin A,0.149333
ONS76,Sorafenib,3.4689989999999997
HCC827,UNC0638,5.298255
CAOV3,Ribociclib,4.015323
GI1,Doramapimod,4.667996
KU1919,PFI-1,2.436315
5637,Dinaciclib,-1.895834
SW948,SB590885,4.9287279999999996
MESSA,Methotrexate,-4.009113
HT29,Crizotinib,1.75803
HCC827,Refametinib,2.6330880000000003
OVCAR3,glutathione,9.21343
TE8,AZD5438,2.2253439999999998
NMCG1,N-acetyl cysteine,11.092244
SKNFI,Cisplatin,3.2498650000000002
GI1,Uprosertib,1.75807
NCIH322,I-BRD9,5.058367
IGROV1,P22077,3.987885
MESSA,Dactinomycin,-6.511803
LOVO,Docetaxel,-5.485595
NCIH1793,AZD7762,1.851707
NCIH226,AZD4547,2.393267
NCIH2009,Talazoparib,2.2424
SKMEL3,Osimertinib,1.2550219999999999
IALM,PLX-4720,4.982619000000001
CAL29,AZD5153,1.6952099999999999
KYSE510,Olaparib,4.955029
MCF7,LY2109761,6.007249
SKNFI,Refametinib,0.549879
MCF7,GSK-LSD1,3.5568230000000005
SW948,AZD3759,4.001485
TE8,AZD6738,2.168256
SKNFI,Osimertinib,1.6696779999999998
H4,PFI-1,2.68405
NCIN87,BMS-345541,3.6931510000000003
GAMG,MK-1775,0.372102
NCIH1355,BMS-754807,2.540667
HCC1143,Obatoclax Mesylate,1.996403
LOXIMVI,Ribociclib,1.320603
IALM,Gallibiscoquinazole,3.6680989999999998
LOVO,LCL161,5.014506
DKMG,Remodelin,6.066095
OVCAR3,5-Fluorouracil,4.831899
SKMEL3,Bosutinib,3.057242
H4,Alisertib,-1.693682
5637,Lapatinib,1.960664
DKMG,GW441756,2.88963
DKMG,Camptothecin,1.002262
NCIH1650,PLX-4720,6.931967
HCC827,PD173074,4.979329
8505C,NU7441,4.506947
GAMG,AZD8186,1.755995
OVISE,Mycophenolic acid,2.422158
DU145,Zoledronate,4.586587000000001
IALM,PD0325901,2.3699470000000002
SNB75,Crizotinib,2.790887
SKMEL2,ABT737,4.64403
SW948,AMG-319,6.097625
KU1919,UNC0379,1.427599
SNB75,CCT007093,4.511785
A549,MN-64,4.655437
HPAC,AZD1332,4.586397
8505C,Pevonedistat,0.537205
HCC827,ZM447439,3.1006150000000003
DU145,Wnt-C59,4.6494290000000005
ONS76,Lapatinib,4.431822
HCT116,AZD6738,2.954202
786O,ZM447439,2.272544
SUIT2,Bleomycin,3.774985
NCIH1793,Pevonedistat,3.231296
GI1,AGI-5198,4.559661
NCIN87,Paclitaxel,-1.946286
CAL29,Ribociclib,3.450165
NCIH1793,Dasatinib,2.911925
SNB75,LCL161,5.757207
OVISE,AZD7762,-1.064798
SKNSH,NU7441,3.349249
HCC1806,5-azacytidine,2.924816
KU1919,Pevonedistat,-0.935843
A549,Trametinib,-3.1627080000000003
RCM1,Dihydrorotenone,1.109844
CORL23,Selumetinib,4.501181
5637,CCT007093,5.362502
LS1034,Selumetinib,3.647165
COLO680N,SGC0946,2.803082
MESSA,Teniposide,0.49919300000000005
H4,Tamoxifen,4.07256
IGROV1,Methotrexate,-0.373678
DKMG,glutathione,10.421055
KU1919,Temozolomide,6.568964
H4,PRIMA-1MET,6.230784
NCIH2009,AT13148,2.700311
SKNFI,AMG-319,5.547264
CAL29,Gefitinib,1.937273
ONS76,OTX015,2.030475
IALM,Irinotecan,5.058673000000001
HCC827,Sinularin,3.1030450000000003
GAMG,POMHEX,0.8020970000000001
SW48,Bleomycin,1.205846
RCM1,PCI-34051,3.8665519999999995
HCT116,WEHI-539,3.360844
LS1034,VE821,2.501896
SKMEL2,Dactolisib,0.8138350000000001
LOVO,PRIMA-1MET,7.1183309999999995
5637,Dabrafenib,4.675027
GI1,Mitoxantrone,0.6333989999999999
SW48,Topotecan,0.317918
NCIH1650,EPZ004777,7.042617999999999
NCIH1793,EHT-1864,6.310854
NCIH322,JQ1,2.031225
SKMEL2,PCI-34051,5.2187019999999995
NCIH226,VE821,7.648182
TE8,Wee1 Inhibitor,1.520618
8505C,ABT737,3.409585
LOXIMVI,Methotrexate,-3.268082
KP2,LY2109761,6.3315150000000004
8505C,Taselisib,4.95965
LS1034,AZD4547,4.329872
BXPC3,OF-1,3.073004
SW48,Afatinib,0.266556
LNCAPCLONEFGC,Linsitinib,3.302493
DU145,OTX015,4.2382800000000005
MESSA,Olaparib,3.265384
A549,Dactolisib,-3.734599
ONS76,Fulvestrant,3.198007
ONS76,GW441756,3.769414
HPAC,RO-3306,6.066834
LS1034,MK-1775,0.601895
SNB75,Piperlongumine,2.420777
SKNSH,AGI-5198,3.6793739999999997
A549,Tanespimycin,-3.217533
5637,Rapamycin,-0.116397
CAL29,Mirin,4.617179
OVISE,PRIMA-1MET,3.281361
SW948,GSK591,4.797834
IGROV1,Avagacestat,4.920269
NCIN87,P22077,5.271279
LOXIMVI,GSK-LSD1,2.474685
OVISE,AZD5153,1.795453
KYSE510,MK-1775,2.814228
786O,Entospletinib,2.786593
OVCAR3,Oxaliplatin,4.909847
8505C,PFI3,4.941644999999999
TE8,Osimertinib,1.859392
GI1,AZD4547,2.6413
5637,Camptothecin,-2.631817
MCF7,ABT737,3.178998
MCF7,Rapamycin,-4.440805
CAOV3,ABT737,1.2781120000000001
HCC1143,Docetaxel,-4.253739
SKNSH,Vinblastine,-1.9777669999999998
KP2,A-366,5.843131
HPAC,AMG-319,6.232876999999999
SW948,BIBR-1532,6.349393
OVCAR3,Teniposide,1.704539
CAOV3,OF-1,2.873949
IGROV1,AZ6102,0.47613900000000003
TE8,NU7441,4.646612
KP2,NVP-ADW742,3.5023589999999998
KP2,AGK2,4.431923
LS1034,GSK591,5.0570260000000005
HCT116,Alpelisib,2.7351360000000002
KP2,MIRA-1,6.703458
KP2,SCH772984,2.481707
H4,TW 37,-0.612765
COLO680N,Wnt-C59,5.383045
786O,Dasatinib,-0.459837
NCIH2009,ICL-SIRT078,5.155593
HPAC,Veliparib,6.773592999999999
BXPC3,P22077,6.043897
CAL29,OF-1,4.179589
HT29,PFI-1,3.3355069999999998
HCC1143,Linsitinib,3.3326309999999997
DU145,ICL-SIRT078,6.290483
LOXIMVI,BMS-754807,2.881754
LOVO,Dasatinib,-0.167214
SNB75,Axitinib,4.716468
IALM,POMHEX,2.627698
KP2,Mirin,7.020989
NCIH226,AZ6102,4.000044
CAL29,Uprosertib,1.422311
RCM1,Ruxolitinib,5.391262
NCIH1975,Savolitinib,1.4028969999999998
LOVO,AZD5363,1.411259
HCC1806,Nelarabine,5.758064
IGROV1,VE821,2.186089
NCIH1650,Fludarabine,7.649164
NCIH226,Obatoclax Mesylate,3.140165
NCIH226,Bortezomib,-2.2400439999999997
NCIH1355,AT13148,3.120639
GI1,I-BRD9,5.123724
NCIH322,AGK2,3.851989
HCC827,RO-3306,6.559052
KU1919,Dihydrorotenone,2.658489
OVCAR3,PFI3,5.559374
SCC25,Refametinib,2.37617
NCIN87,Camptothecin,-1.0957370000000002
SW948,Tanespimycin,-0.783764
NCIH1437,NU7441,2.187392
SW48,N-acetyl cysteine,10.260252000000001
HT29,WZ4003,3.051312
8505C,AZD5153,0.324229
HCC827,A-366,6.0288379999999995
ONS76,BI-2536,0.392967
KU1919,SN-38,-4.296826
NCIH1793,Bleomycin,5.258024
5637,YK-4-279,0.064226
LS1034,ICL-SIRT078,3.3067480000000002
KU1919,Wee1 Inhibitor,0.504034
SW48,Alisertib,-2.994332
639V,NU7441,3.0725740000000004
OVCAR3,ZM447439,4.280757
NCIH322,AMG-319,5.557563
MCF7,Dactinomycin,-1.902663
COLO680N,Docetaxel,-2.478606
LOXIMVI,GSK591,3.897331
SUIT2,Savolitinib,2.730723
HCC1806,GSK2801,4.049268
SUIT2,Mycophenolic acid,5.59952
BXPC3,AZD5582,-0.189528
CAL29,AZD5582,1.6835229999999999
NMCG1,XAV939,6.157091
RCM1,UNC0638,5.664196
HT29,ascorbate,10.648553999999999
MCF7,A-366,6.44305
KYSE510,Palbociclib,4.463299
SW948,Ribociclib,4.310094
786O,Topotecan,-1.0078280000000002
NCIH322,Talazoparib,3.479735
RCM1,BIBR-1532,6.604885
IALM,glutathione,8.9922
SCC25,Ulixertinib,3.632078
OVCAR3,UNC0638,4.863524
SKNSH,Irinotecan,1.329503
LS1034,AGI-5198,4.628337999999999
MESSA,ZM447439,4.189218
RCM1,Teniposide,2.166145
TE8,Afuresertib,1.6593790000000002
MESSA,SN-38,-2.901704
SKNFI,PD0325901,-0.609755
HPAC,AZD5438,3.201365
HCC827,Temozolomide,7.065678
CAL29,GSK343,2.980547
DKMG,PD0325901,0.974023
H4,Dactinomycin,-4.825416000000001
DU145,5-azacytidine,2.746848
MCF7,Schweinfurthin A,3.6046050000000003
HT29,MG-132,-1.519888
KYSE510,Tozasertib,3.5402410000000004
COLO680N,Cytarabine,3.7543550000000003
CORL23,SN-38,-3.344161
CORL23,Mirin,5.7199480000000005
KU1919,Tanespimycin,-1.179798
SKNSH,POMHEX,0.500237
MCF7,Fludarabine,6.313197
LOVO,MN-64,5.732666
HPAC,MK-2206,5.488066000000001
ONS76,JQ1,2.785921
NCIH2009,SB590885,5.182828
NCIH1355,Ribociclib,4.5257830000000006
HCC1143,AZD5991,6.026517
SNB75,Doramapimod,5.240366000000001
DKMG,Wnt-C59,6.148349
LOVO,Temsirolimus,-2.04179
BXPC3,Paclitaxel,-2.698514
MCF7,I-BRD9,5.632515
SNB75,Camptothecin,-1.9222259999999998
IGROV1,Obatoclax Mesylate,0.525452
NCIH2347,Buparlisib,2.716782
MCF7,Pictilisib,-0.394321
LOXIMVI,EPZ004777,4.978388
NCIH1437,Leflunomide,4.715696
HT29,VX-11e,-0.192775
SUIT2,Temozolomide,7.722351
MESSA,Osimertinib,1.401399
NCIH1650,BMS-536924,1.9792020000000001
SUIT2,Tanespimycin,1.469762
DU145,OSI-027,3.547711
786O,VE-822,3.088942
8505C,XAV939,5.486758999999999
786O,Romidepsin,-4.7182900000000005
COLO829,Nelarabine,7.2003770000000005
IALM,Ruxolitinib,4.921473000000001
NCIH1650,ABT737,2.5377560000000003
GI1,GSK2801,5.1567989999999995
ONS76,I-BRD9,5.211437999999999
DU145,Epirubicin,-0.253831
COLO829,Ipatasertib,4.50713
NCIH226,Entospletinib,6.304757
BICR31,Linsitinib,2.817997
OVCAR3,GDC0810,3.763018
H4,Selumetinib,3.753687
HPAC,GSK343,7.005539999999999
HCC1143,PFI-1,4.343780000000001
KU1919,Vinorelbine,-4.159299
HCC827,Schweinfurthin A,4.285297
KP2,Lapatinib,5.924485
HCC827,BMS-345541,4.410972
SCC25,Cyclophosphamide,5.63469
NCIH1975,Navitoclax,3.4951980000000002
NCIH226,Schweinfurthin A,5.569271
LNCAPCLONEFGC,Mitoxantrone,-2.581831
GAMG,AZD6738,2.786441
KYSE510,AZ960,2.8774610000000003
SNB75,PD0325901,3.255677
SW948,Dacarbazine,5.60353
DU145,I-BRD9,5.7764370000000005
HCC1806,AZD8055,0.460992
SNB75,ABT737,4.336232
OVISE,CZC24832,5.080192
LOVO,Dihydrorotenone,1.518715
CAL29,UNC0379,3.1798990000000003
COLO680N,BMS-536924,3.0773099999999998
5637,Dactinomycin,-2.93863
LOVO,Axitinib,2.235967
HCT116,PRIMA-1MET,3.1176
HPAC,Avagacestat,6.160342
NCIH1650,Cytarabine,5.076661
BICR31,Rapamycin,-0.259517
RCC10RGB,AZD1332,4.785586
KU1919,ZM447439,1.174408
SKNFI,Dabrafenib,4.4526900000000005
NCIH1975,N-acetyl cysteine,9.732291
MESSA,Oxaliplatin,3.400979
639V,LY2109761,5.367496
LOXIMVI,Oxaliplatin,2.8511330000000004
NCIH1437,Vinorelbine,-5.080156
LOVO,Crizotinib,0.9682649999999999
KYSE510,GSK269962A,3.7334680000000002
OVCAR3,Pictilisib,1.4528780000000001
SKNSH,UNC0638,5.064355
LNCAPCLONEFGC,Fludarabine,3.572975
BXPC3,Tanespimycin,-1.731166
HCC1143,Bosutinib,2.7097450000000003
HPAC,Ulixertinib,3.313882
HCT116,AGK2,2.955884
SKNSH,BIBR-1532,5.270439
SKMEL3,Trametinib,-0.37644
CAL29,Epirubicin,-1.426669
SNB75,Ipatasertib,2.964085
COLO680N,5-azacytidine,5.215395
SKNSH,Fulvestrant,3.097079
HPAC,Schweinfurthin A,1.464136
HCT116,Trametinib,-3.270986
SKMEL2,OF-1,5.424996
KYSE510,Docetaxel,-5.862858999999999
SW48,AZD5438,2.4667060000000003
OVISE,Dihydrorotenone,0.8259569999999999
639V,Dihydrorotenone,0.004777
GI1,Fulvestrant,5.1547480000000006
H4,Niraparib,3.109553
HCC827,Dactinomycin,-4.745821
GAMG,MG-132,-1.788287
786O,AZ6102,1.79435
KU1919,WIKI4,3.314514
OVCAR3,BMS-754807,4.021136
639V,GSK2110183B,4.206601999999999
GI1,KU-55933,4.4806
IGROV1,NU7441,1.490685
NCIH1355,NU7441,4.053792
CORL23,Ulixertinib,2.7691209999999997
NCIH1793,A-366,6.027919
MCF7,PRT062607,5.689029
OVCAR3,Entinostat,3.730308
5637,I-BRD9,5.616224
NCIH1975,Alisertib,2.140473
MESSA,Sabutoclax,-2.457558
SNB75,Entinostat,4.536882
MESSA,Palbociclib,2.6091290000000003
NCIH1975,Pevonedistat,1.7530880000000002
NCIH1793,BI-2536,3.982243
8505C,Navitoclax,2.1188029999999998
SKNFI,Ulixertinib,1.9356810000000002
GI1,ascorbate,10.34255
NCIH226,Olaparib,7.509672999999999
KU1919,AZD8055,-0.110411
HCT116,Ibrutinib,5.223674
DU145,AZD5582,4.683491
A549,AZD7762,0.10568399999999999
786O,Palbociclib,2.451438
GAMG,Dihydrorotenone,1.153646
GAMG,PFI-1,4.214355
TE8,ABT737,2.091539
NCIH1793,AZD3759,4.490499
SKMEL2,Gemcitabine,5.3372
LOXIMVI,OF-1,5.389177
COLO680N,Olaparib,5.980134
RCM1,NVP-ADW742,3.75244
MCF7,Erlotinib,4.55997
HCT116,Dabrafenib,2.29753
MCF7,AZD8055,-0.781089
639V,Nelarabine,5.792855
H4,I-BRD9,3.708393
MESSA,AZD4547,0.349263
SW948,LGK974,3.8856050000000004
MCF7,Foretinib,1.2626030000000001
KP2,Docetaxel,-3.3470480000000005
NCIH226,Vorinostat,4.588603
COLO829,MIRA-1,6.757762
MESSA,Pictilisib,0.353727
A549,Staurosporine,-4.47288
SW948,VX-11e,1.4853969999999999
SNB75,Temozolomide,5.706229
KP2,Oxaliplatin,6.199285
KU1919,Ruxolitinib,5.098148999999999
HCC1806,Niraparib,3.226856
NCIH1650,VX-11e,5.971197
CORL23,MG-132,-1.3691309999999999
COLO680N,A-366,6.421546
NCIH1437,OSI-027,2.683724
BXPC3,GSK591,4.413908
NCIH322,AZD6738,-0.190081
CORL23,GSK2578215A,5.634119
SKNFI,RO-3306,3.937815
A549,glutathione,9.424472999999999
SKNSH,JQ1,5.436577
LOXIMVI,Mitoxantrone,-2.4052700000000002
A549,Osimertinib,1.2133040000000002
H4,UNC0379,1.199459
HCC827,EPZ5676,5.850756
DKMG,AZD5438,3.314801
RCM1,POMHEX,2.0618060000000002
HCC1806,GSK343,2.672355
NCIH322,Dactinomycin,-6.09345
NCIH1975,Obatoclax Mesylate,1.1492790000000002
ONS76,Ribociclib,2.899622
NCIH1437,WIKI4,3.19461
SW948,Gallibiscoquinazole,2.605671
RCC10RGB,Motesanib,7.394031
KP2,Buparlisib,1.585069
IGROV1,RVX-208,5.3423050000000005
SW48,MIM1,4.592128
HCC1806,GSK2110183B,3.839311
HCT116,Fulvestrant,2.449936
KP2,Alisertib,3.9830389999999998
H4,AGI-6780,4.231089
A549,Paclitaxel,-4.462999
LOVO,I-BET-762,2.7937279999999998
SW948,Wnt-C59,4.507744000000001
8505C,Remodelin,4.83321
DKMG,Alisertib,2.062862
SNB75,Dabrafenib,4.740111
KU1919,Cediranib,2.259985
TE8,Wnt-C59,4.2569040000000005
OVCAR3,LMP744,0.81047
RCM1,SN-38,-1.6389340000000001
NCIN87,VX-11e,3.0847860000000003
LOXIMVI,Niraparib,2.58123
RCM1,AGI-5198,6.364568
NCIH1793,Navitoclax,3.472978
BICR31,MIRA-1,4.749152
MESSA,5-Fluorouracil,3.5129339999999996
CORL23,ABT737,1.550846
LOXIMVI,PRT062607,0.728875
LOVO,GSK1904529A,4.6420129999999995
786O,Gemcitabine,-2.713057
NCIH1437,GSK1904529A,3.25543
639V,Olaparib,3.24447
KU1919,POMHEX,1.39335
NCIH2347,Cisplatin,6.248894
SKNSH,Crizotinib,1.08839
KU1919,Crizotinib,2.552282
BICR31,VX-11e,1.7990959999999998
HCC1806,Entospletinib,3.447104
SKMEL3,CZC24832,4.755031
SW948,MIRA-1,6.3203510000000005
SKMEL2,VE821,4.791747
DU145,LCL161,5.950702
LOVO,GDC0810,4.892074
A549,Bosutinib,2.122645
SUIT2,PRIMA-1MET,7.082133
NCIN87,N-acetyl cysteine,11.820837
8505C,WZ4003,4.000246
BICR31,PD0325901,1.349478
ONS76,PFI3,5.160387999999999
KYSE510,Alisertib,4.299651
RCM1,Dactolisib,1.2642719999999998
SKNFI,Savolitinib,3.0353529999999997
LS1034,Ulixertinib,2.266728
NCIH1793,AZD8055,0.316283
LOVO,Lapatinib,3.691211
NCIH1355,5-azacytidine,2.738315
HCT116,Mirin,3.913625
GAMG,VE821,5.197521
SW948,Afatinib,1.9911919999999999
MCF7,Temsirolimus,-0.07603
NMCG1,Navitoclax,0.89538
SKNFI,Bortezomib,-4.8062309999999995
LS1034,CPI-637,3.148053
HCT116,Afatinib,1.4975399999999999
LS1034,GSK343,3.278716
NCIH1793,Dactolisib,-2.473441
HPAC,AZD1208,6.866533
BXPC3,Niraparib,4.405078
NCIH2347,AGK2,4.543726
BICR31,Avagacestat,3.752412
NCIH1975,NU7441,3.241756
NCIH1793,GSK591,6.0167
HCC1806,PCI-34051,4.959619
786O,Dactinomycin,-6.087967
MCF7,BMS-754807,2.116287
KU1919,Ulixertinib,-0.758787
BXPC3,Dactolisib,-1.553557
LOXIMVI,Temozolomide,4.644138
SKNFI,MG-132,-0.890948
MESSA,Bleomycin,2.094159
ONS76,PRIMA-1MET,4.026467
IALM,WIKI4,4.647384
GI1,EHT-1864,3.4110970000000003
HCC827,Sabutoclax,-1.2255129999999999
NCIH322,Wee1 Inhibitor,0.811445
DU145,N-acetyl cysteine,11.217382
SKMEL3,Ibrutinib,4.4029110000000005
